"";"Land";"Elev-ID";"Skole-ID";"Trinn";"Kjønn";"Forventet utdanning";"Likestilling";"Sosioøkonomisk status"
"325";"Spania";"50150201";"5015";8;"Gutt";"Høyere utdanning";39,20663;1,56311
"326";"Spania";"50150202";"5015";8;"Jente";"VGS";65,704;0,66202
"327";"Spania";"50150205";"5015";8;"Gutt";"VGS";65,704;-0,17006
"328";"Spania";"50150206";"5015";8;"Gutt";"Kort utdanning";37,63793;-1,37528
"329";"Spania";"50150207";"5015";8;"Jente";"VGS";65,704;-0,91444
"330";"Spania";"50150208";"5015";8;"Gutt";"VGS";37,63793;-1,25224
"331";"Spania";"50150209";"5015";8;"Jente";"Høyere utdanning";65,704;0,74741
"332";"Spania";"50150210";"5015";8;"Jente";"VGS";37,63793;0,62226
"333";"Spania";"50150211";"5015";8;"Gutt";"VGS";37,63793;-0,4557
"334";"Spania";"50150212";"5015";8;"Gutt";"VGS";39,20663;1,17735
"335";"Spania";"50150213";"5015";8;"Gutt";"Høyere utdanning";52,66245;-0,39091
"336";"Spania";"50150214";"5015";8;"Jente";"VGS";52,66245;1,04777
"337";"Spania";"50150215";"5015";8;"Jente";"Kort utdanning";65,704;1,21268
"338";"Spania";"50150217";"5015";8;"Jente";"Høyere utdanning";36,11853;-0,99374
"339";"Spania";"50150218";"5015";8;"Jente";"Ungdomsskole";49,42491;-0,99163
"340";"Spania";"50150219";"5015";8;"Jente";"Høyere utdanning";65,704;0,98741
"341";"Spania";"50150220";"5015";8;"Jente";"Ungdomsskole";52,66245;0,21147
"342";"Spania";"50150221";"5015";8;"Gutt";"Høyere utdanning";37,63793;0,29766
"343";"Spania";"50150222";"5015";8;"Gutt";"Høyere utdanning";37,63793;1,09784
"344";"Spania";"50150223";"5015";8;"Gutt";"Høyere utdanning";39,20663;0,03671
"345";"Spania";"50160302";"5016";8;"Gutt";"Kort utdanning";52,66245;-0,33874
"346";"Spania";"50160303";"5016";8;"Gutt";"Høyere utdanning";42,6371;0,13849
"347";"Spania";"50160305";"5016";8;"Jente";"Høyere utdanning";65,704;-0,91444
"348";"Spania";"50160306";"5016";8;"Gutt";"VGS";40,85939;-1,292
"349";"Spania";"50160307";"5016";8;"Gutt";"Høyere utdanning";52,66245;-0,68317
"350";"Spania";"50160308";"5016";8;"Jente";"Høyere utdanning";65,704;1,49832
"351";"Spania";"50160309";"5016";8;"Jente";"Høyere utdanning";65,704;0,8225
"352";"Spania";"50160310";"5016";8;"Jente";"Høyere utdanning";49,42491;0,01334
"353";"Spania";"50160311";"5016";8;"Gutt";"Høyere utdanning";42,6371;0,89759
"354";"Spania";"50160312";"5016";8;"Gutt";"Høyere utdanning";37,63793;-2,1661
"355";"Spania";"50160313";"5016";8;"Annet";"VGS";48,59335;0,59723
"356";"Spania";"50160314";"5016";8;"Gutt";"Kort utdanning";49,42491;0,96449
"357";"Spania";"50160315";"5016";8;"Jente";"VGS";52,66245;-0,4557
"358";"Spania";"50160316";"5016";8;"Gutt";"Kort utdanning";36,11853;-1,36709
"359";"Spania";"50160318";"5016";8;"Gutt";"Høyere utdanning";36,11853;0,26807
"360";"Spania";"50160319";"5016";8;"Gutt";"Kort utdanning";37,63793;0,00514
"361";"Spania";"50160320";"5016";8;"Jente";"VGS";65,704;-0,20539
"362";"Spania";"50160322";"5016";8;"Jente";"Høyere utdanning";57,13913;0,83723
"363";"Spania";"50160323";"5016";8;"Jente";"Høyere utdanning";65,704;-0,63091
"364";"Spania";"50160324";"5016";8;"Gutt";"Høyere utdanning";37,63793;-1,42573
"365";"Spania";"50160325";"5016";8;"Jente";"Høyere utdanning";65,704;-1,86116
"366";"Spania";"50160327";"5016";8;"Jente";"VGS";65,704;-1,14182
"367";"Spania";"50170101";"5017";8;"Jente";"VGS";57,13913;-1,09175
"368";"Spania";"50170102";"5017";8;"Jente";"VGS";65,704;-0,49103
"369";"Spania";"50170103";"5017";8;"Jente";"VGS";49,42491;0,57873
"370";"Spania";"50170104";"5017";8;"Gutt";"Kort utdanning";46,81653;0,37849
"371";"Spania";"50170105";"5017";8;"Gutt";"Kort utdanning";52,66245;0,97922
"372";"Spania";"50170106";"5017";8;"Jente";"Kort utdanning";65,704;1,09784
"373";"Spania";"50170108";"5017";8;"Jente";"VGS";49,42491;-0,40563
"374";"Spania";"50170109";"5017";8;"Gutt";"Kort utdanning";57,13913;-0,70811
"375";"Spania";"50170110";"5017";8;"Gutt";"Kort utdanning";44,59585;0,66202
"376";"Spania";"50170111";"5017";8;"Jente";"VGS";65,704;0,55159
"377";"Spania";"50170112";"5017";8;"Gutt";"Høyere utdanning";46,81653;0,72681
"378";"Spania";"50170113";"5017";8;"Jente";"Høyere utdanning";65,704;-0,88941
"379";"Spania";"50170114";"5017";8;"Jente";"Høyere utdanning";65,704;-0,86648
"380";"Spania";"50170115";"5017";8;"Jente";"Høyere utdanning";65,704;0,07602
"381";"Spania";"50170116";"5017";8;"Gutt";"Høyere utdanning";42,6371;1,11256
"382";"Spania";"50170117";"5017";8;"Gutt";"Høyere utdanning";57,13913;-1,14182
"383";"Spania";"50170118";"5017";8;"Jente";"Høyere utdanning";65,704;-0,14503
"384";"Spania";"50170119";"5017";8;"Jente";"Høyere utdanning";65,704;0,76425
"385";"Spania";"50170120";"5017";8;"Annet";"Høyere utdanning";39,20663;-0,91865
"386";"Spania";"50170121";"5017";8;"Jente";"VGS";57,13913;-0,14714
"387";"Spania";"50170122";"5017";8;"Jente";"Høyere utdanning";52,66245;0,36165
"388";"Spania";"50170123";"5017";8;"Gutt";"Kort utdanning";44,59585;0,94765
"389";"Spania";"50170124";"5017";8;"Jente";"VGS";65,704;-0,56612
"390";"Spania";"50170125";"5017";8;"Jente";"VGS";65,704;-0,706
"391";"Spania";"50170126";"5017";8;"Gutt";"Kort utdanning";40,85939;1,01244
"392";"Spania";"50170127";"5017";8;"Jente";"Høyere utdanning";65,704;0,76425
"393";"Spania";"50170128";"5017";8;"Gutt";"VGS";44,59585;-0,6391
"394";"Spania";"50170129";"5017";8;"Gutt";"VGS";65,704;-0,65383
"395";"Spania";"50170130";"5017";8;"Jente";"Høyere utdanning";65,704;-0,22012
"396";"Spania";"50180102";"5018";8;"Jente";"Høyere utdanning";65,704;0,75605
"397";"Spania";"50180103";"5018";8;"Gutt";"Ungdomsskole";37,63793;1,10437
"398";"Spania";"50180105";"5018";8;"Jente";"Ungdomsskole";46,81653;0,77244
"399";"Spania";"50180106";"5018";8;"Jente";"Ungdomsskole";57,13913;0,76425
"400";"Spania";"50180107";"5018";8;"Gutt";"Høyere utdanning";45,63179;-0,3703
"401";"Spania";"50180108";"5018";8;"Gutt";"Høyere utdanning";39,20663;0,96449
"402";"Spania";"50180109";"5018";8;"Gutt";"Høyere utdanning";42,6371;1,19796
"403";"Spania";"50180110";"5018";8;"Gutt";"Høyere utdanning";44,59585;0,00093
"404";"Spania";"50180112";"5018";8;"Gutt";"Ungdomsskole";65,704;-0,60377
"405";"Spania";"50180113";"5018";8;"Gutt";"VGS";40,85939;0,44539
"406";"Spania";"50180114";"5018";8;"Gutt";"Høyere utdanning";57,13913;-0,02199
"407";"Spania";"50180118";"5018";8;"Jente";"Høyere utdanning";48,69624;0,1823
"408";"Spania";"50180119";"5018";8;"Jente";"Høyere utdanning";37,63793;0,02596
"409";"Spania";"50180120";"5018";8;"Jente";"Høyere utdanning";52,66245;0,76214
"410";"Spania";"50180121";"5018";8;"Gutt";"Høyere utdanning";49,42491;-0,04702
"411";"Spania";"50180124";"5018";8;"Jente";"Høyere utdanning";65,704;1,12287
"412";"Spania";"50180127";"5018";8;"Jente";"Høyere utdanning";49,42491;1,37317
"413";"Spania";"50180128";"5018";8;"Jente";"Høyere utdanning";49,42491;0,98741
"414";"Spania";"50180129";"5018";8;"Jente";"Kort utdanning";57,13913;1,49832
"415";"Spania";"50190301";"5019";8;"Gutt";"Ungdomsskole";65,704;0,40795
"416";"Spania";"50190302";"5019";8;"Annet";"Kort utdanning";39,20663;0,41005
"417";"Spania";"50190303";"5019";8;"Gutt";"Høyere utdanning";42,6371;1,62347
"418";"Spania";"50190304";"5019";8;"Jente";"Kort utdanning";65,704;-0,25545
"419";"Spania";"50190305";"5019";8;"Gutt";"VGS";40,85939;0,96238
"420";"Spania";"50190306";"5019";8;"Jente";"Høyere utdanning";65,704;1,37317
"421";"Spania";"50190307";"5019";8;"Gutt";"Høyere utdanning";49,42491;-1,01666
"422";"Spania";"50190308";"5019";8;"Jente";"Høyere utdanning";65,704;-0,06174
"423";"Spania";"50190309";"5019";8;"Gutt";"Ungdomsskole";65,704;-1,37528
"424";"Spania";"50190310";"5019";8;"Gutt";"Høyere utdanning";40,85939;0,89759
"425";"Spania";"50190311";"5019";8;"Gutt";"Høyere utdanning";52,66245;1,04777
"426";"Spania";"50190312";"5019";8;"Gutt";"Høyere utdanning";65,704;1,94887
"427";"Spania";"50190313";"5019";8;"Jente";"Høyere utdanning";65,704;1,24802
"428";"Spania";"50190314";"5019";8;"Gutt";"Høyere utdanning";44,59585;1,94887
"429";"Spania";"50190316";"5019";8;"Gutt";"Kort utdanning";42,6371;-0,29732
"430";"Spania";"50190317";"5019";8;"Gutt";"Høyere utdanning";49,42491;1,49832
"431";"Spania";"50190318";"5019";8;"Jente";"Høyere utdanning";44,59585;1,24802
"432";"Spania";"50190319";"5019";8;"Annet";"VGS";65,704;0,73102
"433";"Spania";"50190320";"5019";8;"Jente";"Høyere utdanning";52,66245;1,1479
"434";"Spania";"50190321";"5019";8;"Jente";"VGS";49,42491;-0,35557
"435";"Spania";"50190322";"5019";8;"Jente";"Høyere utdanning";65,704;-0,40563
"436";"Spania";"50190323";"5019";8;"Jente";"Høyere utdanning";65,704;0,94765
"437";"Spania";"50190324";"5019";8;"Gutt";"Høyere utdanning";42,6371;0,51394
"438";"Spania";"50190325";"5019";8;"Annet";"Ungdomsskole";52,66245;0,8122
"439";"Spania";"50190327";"5019";8;"Jente";"Høyere utdanning";42,6371;0,92262
"440";"Spania";"50190328";"5019";8;"Jente";"Høyere utdanning";65,704;1,94887
"441";"Spania";"50190329";"5019";8;"Gutt";"Kort utdanning";49,42491;1,29808
"442";"Spania";"50210601";"5021";8;"Jente";"VGS";57,13913;0,06993
"443";"Spania";"50210602";"5021";8;"Jente";"Høyere utdanning";65,704;-0,30762
"444";"Spania";"50210603";"5021";8;"Jente";"VGS";65,704;-0,76636
"445";"Spania";"50210604";"5021";8;"Annet";"Høyere utdanning";65,704;-0,14503
"446";"Spania";"50210605";"5021";8;"Jente";"VGS";65,704;-0,81431
"447";"Spania";"50210606";"5021";8;"Jente";"VGS";65,704;0,65172
"448";"Spania";"50210607";"5021";8;"Gutt";"VGS";42,6371;-0,01988
"449";"Spania";"50210608";"5021";8;"Gutt";"Høyere utdanning";65,704;-0,31582
"450";"Spania";"50210610";"5021";8;"Gutt";"Kort utdanning";65,704;0,98741
"451";"Spania";"50210611";"5021";8;"Jente";"Høyere utdanning";65,704;1,1479
"452";"Spania";"50210612";"5021";8;"Gutt";"VGS";49,42491;-1,30019
"453";"Spania";"50210613";"5021";8;"Jente";"Høyere utdanning";65,704;0,18035
"454";"Spania";"50210614";"5021";8;"Jente";"Høyere utdanning";65,704;0,19508
"455";"Spania";"50210615";"5021";8;"Gutt";"Kort utdanning";57,13913;-1,41715
"456";"Spania";"50210616";"5021";8;"Jente";"VGS";65,704;-1,32522
"457";"Spania";"50210617";"5021";8;"Jente";"Høyere utdanning";65,704;1,3982
"458";"Spania";"50210618";"5021";8;"Gutt";"Ungdomsskole";52,66245;-1,17504
"459";"Spania";"50210619";"5021";8;"Gutt";"Kort utdanning";44,59585;-0,40274
"460";"Spania";"50210620";"5021";8;"Jente";"VGS";65,704;0,30551
"461";"Spania";"50210621";"5021";8;"Jente";"VGS";57,13913;-1,17504
"462";"Spania";"50210622";"5021";8;"Gutt";"VGS";48,27511;-0,82462
"463";"Spania";"50210623";"5021";8;"Jente";"Høyere utdanning";65,704;-0,99163
"464";"Spania";"50210624";"5021";8;"Gutt";"VGS";65,704;-1,27143
"465";"Spania";"50210625";"5021";8;"Jente";"Ungdomsskole";65,704;-0,99163
"466";"Spania";"50210626";"5021";8;"Jente";"VGS";46,81653;0,06129
"467";"Spania";"50220301";"5022";8;"Jente";"VGS";57,13913;0,83723
"468";"Spania";"50220302";"5022";8;"Annet";"Høyere utdanning";65,704;0,96238
"469";"Spania";"50220303";"5022";8;"Jente";"Høyere utdanning";65,704;1,49832
"470";"Spania";"50220304";"5022";8;"Gutt";"Høyere utdanning";65,704;1,11256
"471";"Spania";"50220305";"5022";8;"Gutt";"Høyere utdanning";65,704;1,34814
"472";"Spania";"50220306";"5022";8;"Gutt";"Kort utdanning";52,66245;0,98952
"473";"Spania";"50220307";"5022";8;"Jente";"Høyere utdanning";46,81653;0,36165
"474";"Spania";"50220308";"5022";8;"Jente";"Høyere utdanning";65,704;0,18644
"475";"Spania";"50220309";"5022";8;"Jente";"Høyere utdanning";57,13913;0,8122
"476";"Spania";"50220310";"5022";8;"Gutt";"Høyere utdanning";65,704;-0,00515
"477";"Spania";"50220311";"5022";8;"Gutt";"Høyere utdanning";52,66245;0,94765
"478";"Spania";"50220312";"5022";8;"Gutt";"Ungdomsskole";37,63793;-0,01756
"479";"Spania";"50220313";"5022";8;"Gutt";"Kort utdanning";37,63793;-0,02199
"480";"Spania";"50220314";"5022";8;"Gutt";"Høyere utdanning";63,8905;1,1479
"481";"Spania";"50220315";"5022";8;"Gutt";"Kort utdanning";42,6371;-0,44097
"482";"Spania";"50220316";"5022";8;"Jente";"VGS";65,704;0,3137
"483";"Spania";"50220317";"5022";8;"Annet";"Høyere utdanning";57,13913;0,41382
"484";"Spania";"50220318";"5022";8;"Gutt";"Høyere utdanning";65,704;-0,07205
"485";"Spania";"50220319";"5022";8;"Jente";"Høyere utdanning";65,704;-0,20539
"486";"Spania";"50220320";"5022";8;"Jente";"Høyere utdanning";65,704;0,564
"487";"Spania";"50220322";"5022";8;"Gutt";"Ungdomsskole";57,13913;0,20117
"488";"Spania";"50220323";"5022";8;"Jente";"Høyere utdanning";65,704;1,18765
"489";"Spania";"50220325";"5022";8;"Gutt";"Høyere utdanning";42,6371;1,47329
"490";"Spania";"50220326";"5022";8;"Annet";"Høyere utdanning";65,704;1,47329
"491";"Spania";"50220327";"5022";8;"Gutt";"Kort utdanning";65,704;1,32311
"492";"Spania";"50220328";"5022";8;"Gutt";"Kort utdanning";55,68408;-0,70811
"493";"Spania";"50220329";"5022";8;"Gutt";"Høyere utdanning";49,42491;1,09784
"494";"Spania";"50220330";"5022";8;"Annet";"Høyere utdanning";65,704;0,93735
"495";"Spania";"50220332";"5022";8;"Gutt";"Høyere utdanning";42,6371;-1,77577
"496";"Spania";"50230101";"5023";8;"Jente";"Høyere utdanning";52,66245;-0,02409
"497";"Spania";"50230102";"5023";8;"Jente";"Høyere utdanning";65,704;0,55159
"498";"Spania";"50230103";"5023";8;"Jente";"VGS";65,704;-0,706
"499";"Spania";"50230104";"5023";8;"Gutt";"VGS";37,63793;-1,30019
"500";"Spania";"50230105";"5023";8;"Gutt";"VGS";57,13913;1,08753
"501";"Spania";"50230106";"5023";8;"Jente";"Kort utdanning";42,6371;-1,75074
"502";"Spania";"50230107";"5023";8;"Gutt";"Kort utdanning";65,704;0,57873
"503";"Spania";"50230108";"5023";8;"Gutt";"Høyere utdanning";39,20663;0,31602
"504";"Spania";"50230110";"5023";8;"Jente";"Høyere utdanning";65,704;1,03747
"505";"Spania";"50230111";"5023";8;"Gutt";"Høyere utdanning";46,81653;0,42644
"506";"Spania";"50230112";"5023";8;"Jente";"Høyere utdanning";57,13913;-1,39001
"507";"Spania";"50230113";"5023";8;"Gutt";"VGS";49,42491;0,46388
"508";"Spania";"50230114";"5023";8;"Gutt";"VGS";44,59585;-1,60056
"509";"Spania";"50230115";"5023";8;"Gutt";"VGS";49,42491;0,28048
"510";"Spania";"50230116";"5023";8;"Gutt";"Kort utdanning";65,704;0,54717
"511";"Spania";"50230117";"5023";8;"Jente";"VGS";57,13913;-0,33874
"512";"Spania";"50230118";"5023";8;"Jente";"VGS";62,87645;-1,68595
"513";"Spania";"50230119";"5023";8;"Jente";"VGS";65,704;0,42855
"514";"Spania";"50230120";"5023";8;"Gutt";"VGS";44,59585;1,46299
"515";"Spania";"50230121";"5023";8;"Gutt";"Ungdomsskole";22,5882;0,16141
"516";"Spania";"50240301";"5024";8;"Jente";"Høyere utdanning";65,704;1,26275
"517";"Spania";"50240302";"5024";8;"Gutt";"Kort utdanning";37,63793;0,16141
"518";"Spania";"50240303";"5024";8;"Jente";"Høyere utdanning";65,704;0,60376
"519";"Spania";"50240304";"5024";8;"Gutt";"VGS";42,6371;0,64341
"520";"Spania";"50240305";"5024";8;"Gutt";"VGS";46,81653;0,01987
"521";"Spania";"50240308";"5024";8;"Gutt";"Kort utdanning";49,42491;-0,22223
"522";"Spania";"50240309";"5024";8;"Gutt";"VGS";49,42491;0,22011
"523";"Spania";"50240310";"5024";8;"Gutt";"Kort utdanning";36,11853;-0,60588
"524";"Spania";"50240311";"5024";8;"Gutt";"VGS";39,20663;0,42855
"525";"Spania";"50240312";"5024";8;"Jente";"Høyere utdanning";61,87809;0,38668
"526";"Spania";"50240313";"5024";8;"Gutt";"VGS";46,81653;-0,42247
"527";"Spania";"50240314";"5024";8;"Gutt";"Kort utdanning";36,11853;-1,4754
"528";"Spania";"50240315";"5024";8;"Jente";"Høyere utdanning";65,704;0,3806
"529";"Spania";"50240318";"5024";8;"Gutt";"Høyere utdanning";40,85939;1,32311
"530";"Spania";"50240319";"5024";8;"Gutt";"VGS";52,66245;0,65593
"531";"Spania";"50240320";"5024";8;"Jente";"Høyere utdanning";52,66245;1,10226
"532";"Spania";"50240321";"5024";8;"Gutt";"Kort utdanning";46,81653;0,06129
"533";"Spania";"50250601";"5025";8;"Jente";"Høyere utdanning";65,704;1,19796
"534";"Spania";"50250602";"5025";8;"Jente";"VGS";52,66245;-1,052
"535";"Spania";"50250603";"5025";8;"Gutt";"Høyere utdanning";52,66245;0,16141
"536";"Spania";"50250604";"5025";8;"Jente";"Høyere utdanning";62,87645;0,16141
"537";"Spania";"50250605";"5025";8;"Gutt";"Kort utdanning";49,42491;-1,52547
"538";"Spania";"50250606";"5025";8;"Gutt";"Ungdomsskole";54,18484;0,71419
"539";"Spania";"50250607";"5025";8;"Jente";"VGS";46,81653;0,17614
"540";"Spania";"50250608";"5025";8;"Gutt";"Høyere utdanning";57,13913;0,57663
"541";"Spania";"50250609";"5025";8;"Gutt";"Høyere utdanning";40,85939;-0,34955
"542";"Spania";"50250610";"5025";8;"Jente";"Høyere utdanning";65,704;0,66413
"543";"Spania";"50250611";"5025";8;"Gutt";"VGS";52,66245;1,11256
"544";"Spania";"50250612";"5025";8;"Gutt";"VGS";34,6202;-1,3023
"545";"Spania";"50250613";"5025";8;"Jente";"VGS";49,42491;-1,39001
"546";"Spania";"50250614";"5025";8;"Jente";"Høyere utdanning";46,81653;-1,15001
"547";"Spania";"50250615";"5025";8;"Jente";"VGS";39,20663;1,07281
"548";"Spania";"50250616";"5025";8;"Jente";"Høyere utdanning";52,66245;-0,2744
"549";"Spania";"50250617";"5025";8;"Gutt";"Kort utdanning";42,6371;0,42036
"550";"Spania";"50250618";"5025";8;"Jente";"VGS";49,42491;-1,39423
"551";"Spania";"50250619";"5025";8;"Gutt";"VGS";46,81653;-0,30762
"552";"Spania";"50250621";"5025";8;"Jente";"Høyere utdanning";65,704;0,96238
"553";"Spania";"50250622";"5025";8;"Gutt";"Høyere utdanning";65,704;-1,03959
"554";"Spania";"50250623";"5025";8;"Jente";"Høyere utdanning";65,704;-0,19509
"555";"Spania";"50250624";"5025";8;"Gutt";"Høyere utdanning";52,66245;0,89759
"556";"Spania";"50250625";"5025";8;"Gutt";"VGS";36,11853;-0,33265
"557";"Spania";"50250626";"5025";8;"Jente";"VGS";42,6371;-0,04048
"558";"Spania";"50250627";"5025";8;"Jente";"VGS";65,704;-1,91122
"559";"Spania";"50250628";"5025";8;"Jente";"Høyere utdanning";65,704;0,26153
"560";"Spania";"50250629";"5025";8;"Jente";"Høyere utdanning";65,704;0,13638
"561";"Spania";"50250630";"5025";8;"Gutt";"Kort utdanning";46,87167;-0,99163
"562";"Spania";"50250631";"5025";8;"Gutt";"Ungdomsskole";42,6371;-1,42745
"563";"Spania";"50250632";"5025";8;"Jente";"Ungdomsskole";40,85939;-1,17504
"564";"Spania";"50260401";"5026";8;"Jente";"VGS";65,704;-0,91444
"565";"Spania";"50260402";"5026";8;"Jente";"Høyere utdanning";65,704;0,38668
"566";"Spania";"50260403";"5026";8;"Jente";"Høyere utdanning";40,85939;0,51184
"567";"Spania";"50260405";"5026";8;"Jente";"Ungdomsskole";65,704;0,19508
"568";"Spania";"50260406";"5026";8;"Gutt";"Kort utdanning";49,42491;-1,61086
"569";"Spania";"50260408";"5026";8;"Annet";"Kort utdanning";40,85939;-0,25756
"570";"Spania";"50260409";"5026";8;"Gutt";"VGS";46,81653;-0,32235
"571";"Spania";"50260410";"5026";8;"Gutt";"VGS";42,6371;0,3219
"572";"Spania";"50260411";"5026";8;"Gutt";"Høyere utdanning";57,13913;-0,02098
"573";"Spania";"50260412";"5026";8;"Gutt";"Høyere utdanning";37,63793;-0,02199
"574";"Spania";"50260414";"5026";8;"Gutt";"VGS";44,59585;-1,4651
"575";"Spania";"50260415";"5026";8;"Gutt";"Høyere utdanning";37,63793;1,3982
"576";"Spania";"50260416";"5026";8;"Gutt";"Høyere utdanning";57,13913;-1,4754
"577";"Spania";"50260417";"5026";8;"Jente";"Høyere utdanning";65,704;0,89759
"578";"Spania";"50260418";"5026";8;"Gutt";"VGS";57,13913;-1,4754
"579";"Spania";"50260419";"5026";8;"Gutt";"VGS";65,704;-2,08643
"580";"Spania";"50260420";"5026";8;"Gutt";"Kort utdanning";46,81653;1,49832
"581";"Spania";"50260421";"5026";8;"Gutt";"Høyere utdanning";44,59585;-0,9666
"582";"Spania";"50260422";"5026";8;"Jente";"Høyere utdanning";65,704;0,47861
"583";"Spania";"50260423";"5026";8;"Gutt";"Kort utdanning";52,66245;-0,50786
"584";"Spania";"50260424";"5026";8;"Jente";"Ungdomsskole";50,98355;-0,44097
"585";"Spania";"50270201";"5027";8;"Jente";"Høyere utdanning";49,42491;0,23861
"586";"Spania";"50270203";"5027";8;"Jente";"Kort utdanning";65,704;-0,86438
"587";"Spania";"50270204";"5027";8;"Gutt";"VGS";57,13913;-1,60056
"588";"Spania";"50270205";"5027";8;"Gutt";"VGS";52,66245;-1,01456
"589";"Spania";"50270206";"5027";8;"Jente";"VGS";65,704;0,3034
"590";"Spania";"50270209";"5027";8;"Gutt";"Kort utdanning";52,66245;-1,78607
"591";"Spania";"50270210";"5027";8;"Jente";"Kort utdanning";65,704;0,11346
"592";"Spania";"50270211";"5027";8;"Gutt";"Kort utdanning";57,13913;-0,65383
"593";"Spania";"50270212";"5027";8;"Jente";"VGS";65,704;0,46388
"594";"Spania";"50270213";"5027";8;"Gutt";"Høyere utdanning";52,66245;0,07602
"595";"Spania";"50270214";"5027";8;"Gutt";"Kort utdanning";65,704;-0,60377
"596";"Spania";"50270215";"5027";8;"Gutt";"Høyere utdanning";52,66245;-1,01456
"597";"Spania";"50270217";"5027";8;"Gutt";"VGS";65,704;-0,53079
"598";"Spania";"50270218";"5027";8;"Jente";"Kort utdanning";65,704;0,43066
"599";"Spania";"50270219";"5027";8;"Gutt";"VGS";65,704;-1,24595
"600";"Spania";"50280201";"5028";8;"Jente";"Høyere utdanning";65,704;-0,34949
"601";"Spania";"50280202";"5028";8;"Gutt";"Høyere utdanning";46,81653;-0,64121
"602";"Spania";"50280203";"5028";8;"Jente";"VGS";65,704;-1,02697
"603";"Spania";"50280204";"5028";8;"Jente";"VGS";44,59585;0,38758
"604";"Spania";"50280205";"5028";8;"Gutt";"VGS";65,704;1,25609
"605";"Spania";"50280206";"5028";8;"Gutt";"Ungdomsskole";42,6371;-1,01666
"606";"Spania";"50280207";"5028";8;"Gutt";"Kort utdanning";52,66245;-1,01666
"607";"Spania";"50280210";"5028";8;"Jente";"VGS";52,66245;-1,15212
